0,1,2
-1.3053757339732115,0.2211149935181267,-0.19335487325860667
-1.3629206365040083,0.24651752511010333,-0.19198365517061058
-1.5154434839649271,0.30894237888223997,-0.20549831029598561
-1.6797170896650278,0.3984030822237898,-0.22374714042674376
-1.7619311357308345,0.494584180035843,-0.2330847849121987
-1.690489769236058,0.5727857706406491,-0.2254730636514131
-1.4539633489129078,0.6126840776491371,-0.2013022539583137
-1.104041001386883,0.6025352444605047,-0.16698566181287938
-0.6923665932829529,0.5297513828934344,-0.12494022788996766
-0.24529454140022047,0.39076771561467166,-0.07417416975229216
0.22892949916769895,0.19457580554819134,-0.01317232974372907
0.7132701285763084,-0.042026899009519725,0.05855952169732415
1.18621841719259,-0.3013959414104662,0.1404352162083546
1.639753991702157,-0.5709459316218186,0.23230007344297451
2.0595036802407085,-0.8394970894133403,0.3310175481945827
2.4392947094266493,-1.110589247678264,0.4366337294649613
2.770434676896022,-1.3845243191643062,0.5471833444911945
3.0517048300738208,-1.6572954620067897,0.6601477236510299
3.2833870164339056,-1.9197994545858588,0.7719083217407176
3.469903341682541,-2.160188456134055,0.8773233783370861
3.6196274753954993,-2.3753751383172106,0.973262901158425
3.7359099973686187,-2.561198839162541,1.0559514400327255
3.824771179264633,-2.7199586597351706,1.1241220444053337
3.883380607307393,-2.848496049585285,1.1753266395402193
3.9119588890571464,-2.9470613250894657,1.208934118405698
3.909191785650452,-3.0149560077766027,1.224265061748954
3.876824304810898,-3.053993168975041,1.2218576427291368
3.8161415385692723,-3.0679378944557123,1.203506513546343
3.73320689035857,-3.061386821207956,1.1724371666106772
3.631251391382221,-3.040680881845973,1.132530557392353
3.5152574566125847,-3.009414905405368,1.0868746013888235
3.3902798571258854,-2.974063084621944,1.038203810399281
3.2577827205049,-2.93742284697029,0.9878021771849268
3.1205562940109237,-2.9040464702673914,0.9373548331839812
2.978457316226625,-2.875109469997048,0.8872788436551862
2.8350639260170527,-2.8532832739914205,0.8392395676818265
2.690037464942704,-2.838421762417849,0.7933399293512989
2.5440690557263297,-2.828968180702327,0.7501183133315866
2.3985124479613003,-2.823387086098161,0.7089794137095012
2.253408699142314,-2.817410881881265,0.6688935350932068
2.113354775756144,-2.8082775371123865,0.6287580134828337
1.977691866801222,-2.7902726177976405,0.5866179763872822
1.8495404303402403,-2.7613748258073385,0.5419277066978053
1.7264304105328476,-2.7182491238738797,0.49309293533773757
1.6104584789771612,-2.6611433903834425,0.44116270999254686
1.4986866304131377,-2.590995350214125,0.3867190416030413
1.390149206149876,-2.5114594034530078,0.3319529187685469
1.2865032664394473,-2.4285893389279325,0.27851048787867083
1.1841301427395272,-2.3464112904267784,0.22765066815734594
1.0860073617488535,-2.2706112299337966,0.18085177550932052
0.9886543375736608,-2.2030912672189773,0.13835548348949056
0.8977818754690308,-2.1474750481218816,0.1013749336103153
0.81276680204166,-2.1030196245035686,0.06910251836109607
0.7364042622617558,-2.068363324406013,0.04139522761123541
0.6698041887647336,-2.0419944075811536,0.017252694143324077
0.6126978368361174,-2.0198862288531676,-0.004135724253182997
0.5640617247009321,-2.000003474922524,-0.023546511183745407
0.5192532709972743,-1.977700776244667,-0.04217395355959298
0.4774534245982809,-1.9519829731970553,-0.060051674455047874
0.4354061456488243,-1.9212877418571765,-0.07745187472641528
0.3929217284706548,-1.8867030366938211,-0.09374411021080978
0.35025172218145734,-1.8486002217693922,-0.10919493863664491
0.30874707551152836,-1.8075360858504597,-0.12376605709282595
0.27083369268216595,-1.765269461975319,-0.13761465908647527
0.2365478696480754,-1.7218875659569008,-0.1504439075816877
0.2060768203816697,-1.679265241948294,-0.16210006696669801
0.17842742918676646,-1.6368395838975374,-0.17260275454063662
0.15793619037076834,-1.5960562942492909,-0.18133574406504968
0.14389355090414777,-1.5558252131455383,-0.18815383815484604
0.13903229673675369,-1.5155930977499283,-0.19249854812423994
0.14359393014934838,-1.4748278423156016,-0.19456410832833232
0.15556873561887488,-1.432095309528664,-0.194766233670119
0.1742437321594728,-1.3880709471024357,-0.19348268956768314
0.19886366968515443,-1.3426597272000778,-0.19050081281061404
0.22802589253169153,-1.298281397282976,-0.18561480291389607
0.2621156792124415,-1.2548542155197326,-0.1786115650748363
0.2969278890881311,-1.2117842020253033,-0.16987072442655668
0.33654707304574244,-1.1684489246857528,-0.15923441510951472
0.3836023958327034,-1.123604949768997,-0.14659087507865334
0.44404417713188327,-1.0767815134065541,-0.13160419651964433
0.5217174999842599,-1.026194536202866,-0.11386178522042134
0.6206214321114248,-0.9716095716919992,-0.0932180866693166
0.7373571582963219,-0.9110215267468587,-0.06969124206300138
0.8713183408486519,-0.843519241265357,-0.043632995694983426
1.021795210244703,-0.767038138377506,-0.015408151560009613
1.1843652478288302,-0.6827361528092336,0.014182316636674087
1.3491819666154805,-0.5923824995220006,0.04353858483327292
1.5028324034931764,-0.49774573496929375,0.07057174358101792
1.6285722940209002,-0.40029122258377786,0.09207571323528173
1.7117804789613498,-0.30084469838253325,0.10472780481617837
1.7426155832295278,-0.2045612165938041,0.10598915273507484
1.717123508237401,-0.11613509651863274,0.09557352564612882
1.6389537720300984,-0.0409418203379247,0.07560554648150108
1.5277885682949761,0.01616630626887606,0.05150091573808264
1.4029953715990329,0.05309678010433006,0.028793522985350397
1.2856651927328515,0.0706298178694661,0.012213024698825695
1.1833751450093066,0.074289178077918,0.002548484598282616
1.1006867373137665,0.06972214019119043,-0.0015256644354444408
1.0232896144892043,0.06338328664250549,-0.004401687533056704
0.9546074499060635,0.05802927315897232,-0.007370569827012735
0.8696311274144516,0.05944350224106093,-0.017361392974831975
