0,1,2
-11.42525226508622,-5.371588283175891,4.8279855091885535
-11.68385229564659,-5.128797613694467,4.036244641434837
-11.997221571852622,-4.843371474634046,3.210238632467329
-12.356701440242324,-4.551212172807806,2.473687965873326
-12.738411812222544,-4.2567280959440605,1.8433849761371843
-13.125244203662952,-3.9789647560721044,1.3696536876214178
-13.519357769305962,-3.724418382951397,1.0748939707664702
-13.913313364953883,-3.501350542757334,0.9792680909949953
-14.326918671368023,-3.3109364167271247,1.083336947224778
-14.76677803581853,-3.1494306576969286,1.3706751477195431
-15.251771202188545,-3.011397091274804,1.809893020807832
-15.79231656729395,-2.8825583776453163,2.3550421975112816
-16.395883415156884,-2.7548359614647304,2.9559656541089976
-17.071618789546147,-2.6126665001054867,3.5604701402748486
-17.80013958124248,-2.4483279267512854,4.118093688392236
-18.57923809679206,-2.25441231550483,4.591012081314591
-19.37427038788601,-2.0300517194058956,4.94874879250504
-20.16374024893597,-1.7797441959571487,5.175257903604671
-20.91145860405953,-1.5093300909045604,5.264732109636071
-21.591292458050134,-1.2319330829369775,5.222045502535764
-22.18074241698351,-0.9573707732952409,5.060361006017616
-22.656398677876194,-0.7002999823703965,4.798765035118847
-23.017479199593208,-0.46966344786817005,4.460245589409824
-23.25167551804461,-0.27394224188799415,4.068752079336383
-23.374000024663165,-0.11743755369341921,3.649586086216888
-23.387629702943062,-0.0007425089986374445,3.2248493761780637
-23.31511115987774,0.07663617788819667,2.818214970772074
-23.167637388573983,0.12069203952756305,2.4463854841388235
-22.967685204448085,0.13624444792468376,2.1291907895451323
-22.733465202645814,0.13096936201744327,1.880614783802722
-22.47186141593265,0.111129606809377,1.7122066025880331
-22.201461366155367,0.08244440314558679,1.6345313756691722
-21.9195447648918,0.04948943014428991,1.650282658409189
-21.63726824563531,0.01408761599958741,1.761770979201706
-21.34122688910093,-0.023915059225451264,1.9633013203575223
-21.0391370104837,-0.06629024323446638,2.2475735114797684
-20.72047304755472,-0.1161036362341758,2.6042436462824132
-20.383106127487157,-0.17476752982495442,3.015802961642676
-20.02885616570005,-0.24407694322829743,3.4696371211356656
-19.653510455887275,-0.3227702762258974,3.9448244373878025
-19.268083725372502,-0.40925449851853524,4.4248296166085925
-18.868195979480447,-0.5005735737039236,4.889264471687214
-18.47005593795434,-0.5928887993321801,5.3180488536093415
-18.069524178985304,-0.6834087739332764,5.693502865292515
-17.678137757791582,-0.7681131230054051,5.996470498411017
-17.29821144983683,-0.8453605593057131,6.215254223368163
-16.92933425688023,-0.9124737479000476,6.337578920010981
-16.57809523255479,-0.969506821412438,6.360658892441052
-16.237169900172802,-1.0166503523823838,6.283724161857706
-15.91429986055133,-1.0556418311675904,6.114307754948759
-15.597617934953629,-1.0889235143225922,5.861665655646855
-15.296438617843036,-1.1184861216996986,5.543873041867667
-15.00653577609256,-1.148090745255393,5.178124053392653
-14.726822493122407,-1.1796267268707101,4.784880917802372
-14.462639598616,-1.2179322989741164,4.382892352241696
-14.209364850635223,-1.265717840046969,3.9884107343810014
-13.974180807937996,-1.3272593929035659,3.6168369101663154
-13.750009813192392,-1.4052773649290398,3.273909371632315
-13.545921293807277,-1.5007153804624942,2.9679635173919556
-13.358741711767626,-1.6137611405512708,2.6953453934282123
-13.19172676735871,-1.7410233903462244,2.4566968979131443
-13.049808959722947,-1.8823971401521367,2.247926113082269
-12.930422077157177,-2.0340669222095924,2.06765119318977
-12.84142110499523,-2.1949359242355237,1.9154893068057481
-12.778002120661407,-2.361021997324925,1.7876472940699228
-12.747340551384543,-2.528525099864849,1.6847376270378205
-12.745315272704218,-2.694059107139444,1.6035412386970105
-12.775590518083924,-2.852546267714893,1.5463283419485856
-12.841735441957361,-3.0030996030275054,1.51435503928001
-12.938032011140264,-3.1410650026795137,1.5091069503852241
-13.07354177693081,-3.267838803322678,1.5342285031124603
-13.242080848876109,-3.382462585101277,1.5902759471032428
-13.450528732655568,-3.4883803411209966,1.6794311783425993
-13.695354863634366,-3.588741389683967,1.8005876721707943
-13.981348192582143,-3.68657553917767,1.9517188916714396
-14.315966311455426,-3.7855233654598384,2.130326397024837
-14.694264087896093,-3.884502929253516,2.3294576312008144
-15.13550963979655,-3.9853921050190864,2.545299363641699
-15.636346120854506,-4.084079246442212,2.768499748146745
-16.214843141361015,-4.177901669781707,2.9908344150702333
-16.87573601596854,-4.2599314407804245,3.2007258284262083
-17.629110062126575,-4.324924031153161,3.386435262130679
-18.489337246334404,-4.366294095836411,3.5350848272988387
-19.45004953641985,-4.380157559633125,3.634500527188794
-20.53636784210699,-4.364867854057231,3.6732600913558167
-21.73088867756244,-4.318954457909672,3.6424755896138787
-23.05618060720662,-4.243078697071251,3.533796007741925
-24.503106086105817,-4.135756261125467,3.340940630906719
-26.075485106465127,-3.9985703562170745,3.062002230378419
-27.77477639606606,-3.8284541155975367,2.6938474078862695
-29.580747875986248,-3.6279680607830773,2.2440484624380383
-31.509654677418606,-3.3951811760081014,1.7139578261557755
-33.512209286946366,-3.1339911335437227,1.1181181290677207
-35.604427031281695,-2.847851073966717,0.46591301559220066
-37.761154369782375,-2.537703380403117,-0.22756266092547248
-39.95800641921316,-2.2119041034016758,-0.9396121597788107
-42.214716468910666,-1.8634416992267653,-1.6611595366146874
-44.4501326912944,-1.5099447285909635,-2.3550740461922492
-46.76274886498601,-1.1346438014426932,-3.023367298211126
-48.95479289169933,-0.7723935950728054,-3.610272960926219
-51.30826759978592,-0.37855408978365507,-4.151446026047413
