sess,Type,lr,bsize,DS,emb_dim,weight_Decay,loss,X_nRMSE,Y_nRMSE,Z_nRMSE
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.06847122311592102,17.75296974182129,92.47335815429688,71.0781478881836
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.06662685424089432,21.733631134033203,59.89272689819336,60.99924087524414
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.062322948127985,16.941539764404297,60.42055130004883,63.399253845214844
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.06989586353302002,18.24144172668457,74.8898696899414,56.689151763916016
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.040601979941129684,11.030295372009277,44.164466857910156,36.71835708618164
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.03941461071372032,10.759505271911621,43.063655853271484,39.168861389160156
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.03764502331614494,10.10143756866455,45.623592376708984,36.8203239440918
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.03625897690653801,9.592154502868652,46.27583694458008,35.745914459228516
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.03677026182413101,10.168309211730957,45.79990005493164,33.72255325317383
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.07274097204208374,17.789165496826172,87.82108306884766,61.221397399902344
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.04782307147979736,13.127184867858887,77.57836151123047,45.99116897583008
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.0610203817486763,16.74060821533203,70.37451934814453,59.01297378540039
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.058115389198064804,15.66016960144043,62.5455436706543,57.27192687988281
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.059787433594465256,14.655543327331543,61.082645416259766,51.13861083984375
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.06468738615512848,15.847078323364258,77.901611328125,57.3310432434082
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.05910405144095421,15.260701179504395,74.2228012084961,53.95845413208008
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.05842209607362747,14.835105895996094,76.31991577148438,53.40904998779297
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.05506729707121849,14.558423042297363,72.8141860961914,50.35789489746094
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.06314773112535477,15.150221824645996,86.36011505126953,59.06708908081055
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.06116959825158119,14.253905296325684,82.89148712158203,49.25597381591797
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.06488032639026642,16.741600036621094,102.18645477294922,63.23994064331055
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.06664760410785675,22.13160514831543,59.156944274902344,62.67020797729492
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.06337947398424149,17.48929214477539,59.295501708984375,65.10803985595703
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.07047449797391891,18.910921096801758,74.63999938964844,55.984214782714844
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.040786731988191605,11.082050323486328,43.210662841796875,37.191741943359375
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03976999595761299,10.968287467956543,44.4775390625,38.80712127685547
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03850207105278969,10.340418815612793,47.82927322387695,37.468238830566406
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03764185309410095,9.793596267700195,48.373661041259766,36.89038848876953
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03727833926677704,10.14808177947998,45.23224639892578,35.49016189575195
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.06808962672948837,15.639843940734863,83.7326431274414,61.151329040527344
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.057673003524541855,15.529176712036133,56.967018127441406,67.20549774169922
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.06237519532442093,16.85782814025879,71.8061752319336,59.80806350708008
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.058660585433244705,15.52432632446289,66.7337417602539,57.752140045166016
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.05975447967648506,18.90215492248535,52.120941162109375,50.09054946899414
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.05882891267538071,15.063655853271484,67.44515991210938,52.744178771972656
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.057975608855485916,15.054941177368164,73.98973083496094,51.814510345458984
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.056549329310655594,14.2025728225708,75.28731536865234,52.26980209350586
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.05496617406606674,14.519489288330078,71.39741516113281,52.28651428222656
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.06240500137209892,15.581670761108398,83.82891845703125,58.33929443359375
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.061736226081848145,15.387760162353516,68.32223510742188,52.35064697265625
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.05975398048758507,15.458165168762207,95.82415771484375,56.282447814941406
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.06024356558918953,20.46866798400879,56.794979095458984,55.20297622680664
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.05990588292479515,16.95539665222168,56.428157806396484,60.2175178527832
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.06953422725200653,20.518007278442383,67.8696060180664,54.10493087768555
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.041203975677490234,11.00605583190918,46.78009796142578,37.06983184814453
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.04149665683507919,11.313277244567871,48.80741882324219,39.939910888671875
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.039674922823905945,10.428759574890137,49.29384231567383,39.79780960083008
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.037163082510232925,9.85285758972168,47.36096954345703,36.2711067199707
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.038358382880687714,10.437902450561523,46.2155647277832,36.973716735839844
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.05658643692731857,12.306008338928223,85.7518539428711,45.286231994628906
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.047786884009838104,12.93209171295166,68.7045669555664,49.8939208984375
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.05973294749855995,16.98012351989746,70.31765747070312,58.958641052246094
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.06005128100514412,15.642120361328125,70.48137664794922,58.57099151611328
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.061272937804460526,19.445152282714844,53.45136642456055,52.26554870605469
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.06173644959926605,15.342743873596191,74.0430908203125,54.32681655883789
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.05957689508795738,15.22124195098877,78.3733139038086,53.354454040527344
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.057703740894794464,14.38485050201416,79.63028717041016,51.6637077331543
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.055168136954307556,14.414031028747559,72.72906494140625,51.65444564819336
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.05821054056286812,14.844819068908691,76.62617492675781,54.573001861572266
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.03519570827484131,22.17812156677246,28.365026473999023,29.697208404541016
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.035413987934589386,19.795400619506836,24.0799503326416,18.134315490722656
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.039714984595775604,23.73086929321289,28.11849594116211,24.513893127441406
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.03647160902619362,20.26814842224121,22.29929542541504,20.022666931152344
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.04867790266871452,18.586565017700195,21.76277732849121,16.024038314819336
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.02090081386268139,10.781890869140625,13.865921974182129,12.197799682617188
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.020286960527300835,10.541525840759277,13.731490135192871,12.442604064941406
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.020823005586862564,11.024567604064941,12.793190002441406,13.159788131713867
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.02014295756816864,10.816083908081055,13.753488540649414,12.52536392211914
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.0,0.022394198924303055,10.949470520019531,13.638538360595703,12.304795265197754
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.027385393157601357,16.681257247924805,22.198776245117188,21.98116111755371
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.026836521923542023,15.890084266662598,16.623233795166016,15.785429000854492
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.03238831087946892,17.121562957763672,27.123584747314453,18.217721939086914
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.03284240886569023,16.566991806030273,20.58330535888672,15.732207298278809
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.043238792568445206,15.5363130569458,19.210895538330078,18.021848678588867
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.033535268157720566,16.561269760131836,22.00568199157715,20.257732391357422
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.0328238308429718,16.51529312133789,23.27716064453125,20.04546356201172
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.03363988921046257,16.271940231323242,20.183876037597656,24.42812728881836
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.03168151155114174,16.12441062927246,22.699054718017578,20.645715713500977
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,10.0,0.001,0.036342017352581024,16.39235496520996,22.24613380432129,21.48311424255371
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.037762727588415146,24.103866577148438,30.254398345947266,30.059892654418945
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.03374491631984711,18.399616241455078,23.005708694458008,17.747989654541016
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.03734457120299339,21.734464645385742,27.309019088745117,22.255725860595703
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.03528926894068718,19.28347396850586,21.48299789428711,19.805023193359375
